zip_code,city,state
7311,Jersey City,New Jersey
7395,Jersey City,New Jersey
7399,Jersey City,New Jersey
7401,Allendale,New Jersey
7403,Bloomingdale,New Jersey
7405,Butler,New Jersey
7407,Elmwood Park,New Jersey
7410,Fair Lawn,New Jersey
7416,Beaver Lake,New Jersey
7417,Franklin Lakes,New Jersey
7418,Glenwood,New Jersey
7419,Hamburg,New Jersey
7420,Haskell,New Jersey
7421,Awosting,New Jersey
7422,Barry Lakes,New Jersey
7423,Ho Ho Kus,New Jersey
7424,Great Notch,New Jersey
7428,Mc Afee,New Jersey
7430,Mahwah,New Jersey
7432,Midland Park,New Jersey
7435,Green Pond,New Jersey
7436,Oakland,New Jersey
7438,Cozy Lake,New Jersey
7439,Ogdensburg,New Jersey
7440,Pequannock,New Jersey
7442,Pompton Falls,New Jersey
7444,Pompton Plns,New Jersey
7446,Darlington,New Jersey
7450,Ridgewood,New Jersey
7451,Ridgewood,New Jersey
7452,Glen Rock,New Jersey
7456,Cupsaw Lake,New Jersey
7457,Pompton Junction,New Jersey
7458,Saddle River,New Jersey
7460,Cliffwood Lake,New Jersey
7461,Beemerville,New Jersey
7462,Vernon,New Jersey
7463,Waldwick,New Jersey
7465,Midvale,New Jersey
7470,Lionshead Lake,New Jersey
7474,Wayne,New Jersey
7480,Gordon Lakes,New Jersey
7481,Wyckoff,New Jersey
7495,Mahwah,New Jersey
7501,Paterson,New Jersey
7502,Hillcrest,New Jersey
7503,Paterson,New Jersey
7504,Paterson,New Jersey
7505,Paterson,New Jersey
7506,Hawthorne,New Jersey
7507,Hawthorne,New Jersey
7508,Haledon,New Jersey
7509,Paterson,New Jersey
7510,Paterson,New Jersey
7511,Paterson,New Jersey
7512,Paterson,New Jersey
7513,Paterson,New Jersey
7514,Paterson,New Jersey
7522,Paterson,New Jersey
7524,Paterson,New Jersey
7533,Paterson,New Jersey
7538,Haledon,New Jersey
7543,Paterson,New Jersey
7544,Paterson,New Jersey
7601,Hack,New Jersey
7602,Hackensack,New Jersey
7603,Bogota,New Jersey
7604,Hasbrouck Heights,New Jersey
7605,Leonia,New Jersey
7606,South Hackensack,New Jersey
7607,Maywood,New Jersey
7608,Teterboro,New Jersey
7620,Alpine,New Jersey
7621,Bergenfield,New Jersey
7624,Closter,New Jersey
7626,Cresskill,New Jersey
7627,Demarest,New Jersey
7628,Dumont,New Jersey
7630,Emerson,New Jersey
7631,Englewood,New Jersey
7632,Englewd Clfs,New Jersey
7640,Harrington Park,New Jersey
7641,Haworth,New Jersey
7642,Hillsdale,New Jersey
7643,Little Ferry,New Jersey
7644,Lodi,New Jersey
7645,Montvale,New Jersey
7646,New Milford,New Jersey
7647,Northvale,New Jersey
7648,Norwood,New Jersey
7649,Oradell,New Jersey
7650,Palisades Park,New Jersey
7652,Paramus,New Jersey
7653,Paramus,New Jersey
7656,Park Ridge,New Jersey
7657,Morsemere,New Jersey
7660,Ridgefield Park,New Jersey
7661,River Edge,New Jersey
7662,Rochelle Park,New Jersey
7663,Saddle Brook,New Jersey
7666,Teaneck,New Jersey
7670,Tenafly,New Jersey
7675,Old Tappan,New Jersey
7676,Hillsdale,New Jersey
7677,Westwood,New Jersey
7699,Nnj Metro P&Dc,New Jersey
7701,Red Bank,New Jersey
7702,Red Bank,New Jersey
7703,Fort Monmouth,New Jersey
7704,Fair Haven,New Jersey
7709,Jersey Central Power Light,New Jersey
7710,Adelphia,New Jersey
7711,Allenhurst,New Jersey
7712,Asbury Park,New Jersey
7715,Belmar,New Jersey
7716,Atlantic Highlands,New Jersey
7717,Avon,New Jersey
7718,Belford,New Jersey
7719,Belmar,New Jersey
7720,Bradley Beach,New Jersey
7721,Cliffwood,New Jersey
7722,Colts Neck,New Jersey
7723,Deal,New Jersey
7724,Eatontown,New Jersey
7726,Englishtown,New Jersey
7727,Farmingdale,New Jersey
7728,East Freehold,New Jersey
7730,Hazlet,New Jersey
7731,Howell,New Jersey
7732,Fort Hancock,New Jersey
7733,Holmdel,New Jersey
7734,East Keansburg,New Jersey
7735,Cliffwood Bch,New Jersey
7737,Leonardo,New Jersey
7738,Lincroft,New Jersey
7739,Little Silver,New Jersey
7740,Elberon,New Jersey
7746,Bradevelt,New Jersey
7747,Aberdeen,New Jersey
7748,Middletown,New Jersey
7750,Monmouth Bch,New Jersey
7751,Morganville,New Jersey
7752,Navesink,New Jersey
7753,Neptune,New Jersey
7754,Neptune,New Jersey
7755,Elberon Park,New Jersey
7756,Ocean Grove,New Jersey
7757,Monmouth Park,New Jersey
7758,Cedar Beach,New Jersey
7760,Locust,New Jersey
7762,Spring Heights,New Jersey
7763,Tennent,New Jersey
7764,West Long Branch,New Jersey
7765,Wickatunk,New Jersey
7799,Eatontown,New Jersey
7801,Dover,New Jersey
7802,Dover,New Jersey
7803,Dover,New Jersey
7806,Dover,New Jersey
7820,Allamuchy,New Jersey
7821,Andover,New Jersey
7822,Augusta,New Jersey
7823,Belvidere,New Jersey
7825,Blairstown,New Jersey
7826,Branchville,New Jersey
7827,Branchville,New Jersey
7828,Budd Lake,New Jersey
7829,Buttzville,New Jersey
7830,Califon,New Jersey
7831,Changewater,New Jersey
7832,Columbia,New Jersey
7833,Delaware,New Jersey
7834,Denville,New Jersey
7836,Flanders,New Jersey
7837,Glasser,New Jersey
7838,Great Meadows,New Jersey
7839,Greendell,New Jersey
7840,Allamuchy Township,New Jersey
7842,Hibernia,New Jersey
7843,Hopatcong,New Jersey
7844,Hope,New Jersey
7845,Ironia,New Jersey
7846,Johnsonburg,New Jersey
7847,Kenvil,New Jersey
7848,Lafayette,New Jersey
7849,Lake Hopatcong,New Jersey
7850,Landing,New Jersey
7851,Layton,New Jersey
7852,Ledgewood,New Jersey
7853,Long Valley,New Jersey
7855,Middleville,New Jersey
7856,Mount Arlington,New Jersey
7857,Netcong,New Jersey
7860,Fredon,New Jersey
7863,Oxford,New Jersey
7865,Port Murray,New Jersey
7866,Rockaway,New Jersey
7869,Dover,New Jersey
7870,Schooleys Mountain,New Jersey
7871,Sparta,New Jersey
7874,Stanhope,New Jersey
7875,Stillwater,New Jersey
7876,Succasunna,New Jersey
7877,Swartswood,New Jersey
7878,Mount Tabor,New Jersey
7879,Tranquility,New Jersey
7880,Vienna,New Jersey
7881,Wallpack Center,New Jersey
7882,Washington,New Jersey
7885,Wharton,New Jersey
7890,Branchville,New Jersey
7901,Summit,New Jersey
7902,Summit,New Jersey
7920,Basking Ridge,New Jersey
7921,Bedminster,New Jersey
7922,Berkeley Heights,New Jersey
7924,Bernardsville,New Jersey
7926,Brookside,New Jersey
7927,Cedar Knolls,New Jersey
7928,Chatham,New Jersey
7930,Chester,New Jersey
7931,Far Hills,New Jersey
7932,Florham Park,New Jersey
7933,Gillette,New Jersey
7934,Gladstone,New Jersey
7935,Green Village,New Jersey
7936,East Hanover,New Jersey
7938,Liberty Cor,New Jersey
7939,Basking Ridge,New Jersey
7940,Madison,New Jersey
7945,Mendham,New Jersey
7946,Millington,New Jersey
7950,Greystone Park,New Jersey
7960,Morristown,New Jersey
7961,Convent Station,New Jersey
7962,Morristown,New Jersey
7963,Morristown,New Jersey
7970,Mount Freedom,New Jersey
7974,Murray Hill,New Jersey
7976,New Vernon,New Jersey
7977,Peapack,New Jersey
7978,Pluckemin,New Jersey
7979,Pottersville,New Jersey
7980,Stirling,New Jersey
7981,Whippany,New Jersey
7999,Whippany,New Jersey
8001,Alloway,New Jersey
8002,Cherry Hill,New Jersey
8003,Cherry Hill,New Jersey
8004,Atco,New Jersey
8005,Barnegat,New Jersey
8006,Barnegat Lgt,New Jersey
8007,Barrington,New Jersey
8008,Beach Haven,New Jersey
8009,Albion,New Jersey
8010,Beverly,New Jersey
8011,Birmingham,New Jersey
8012,Blackwood,New Jersey
8014,Bridgeport,New Jersey
8015,Browns Mills,New Jersey
8016,Burlington,New Jersey
8018,Cedar Brook,New Jersey
8019,Chatsworth,New Jersey
8020,Clarksboro,New Jersey
8021,Clementon,New Jersey
8022,Columbus,New Jersey
8023,Deepwater,New Jersey
8025,Ewan,New Jersey
8026,Gibbsboro,New Jersey
8027,Gibbstown,New Jersey
8028,Aura,New Jersey
8029,Glendora,New Jersey
8030,Brooklawn,New Jersey
8031,Bellmawr,New Jersey
8032,Grenloch,New Jersey
8033,East Haddonfield,New Jersey
8034,Ashland,New Jersey
8035,Haddon Heights,New Jersey
8036,Hainesport,New Jersey
8037,Ancora,New Jersey
8038,Hancocks Brg,New Jersey
8039,Harrisonville,New Jersey
8041,Jobstown,New Jersey
8042,Juliustown,New Jersey
8043,Echelon,New Jersey
8045,Lawnside,New Jersey
8046,Willingboro,New Jersey
8048,Lumberton,New Jersey
8049,Magnolia,New Jersey
8050,Beach Haven West,New Jersey
8051,Mantua,New Jersey
8052,Maple Shade,New Jersey
8053,Evesboro,New Jersey
8054,Masonville,New Jersey
8055,Medford,New Jersey
8056,Mickleton,New Jersey
8057,Lenola,New Jersey
8059,Mount Ephraim,New Jersey
8060,Eastamptn Township,New Jersey
8061,Mount Royal,New Jersey
8062,Harrison Township,New Jersey
8063,National Park,New Jersey
8064,New Lisbon,New Jersey
8065,Palmyra,New Jersey
8066,Billingsport,New Jersey
8067,Pedricktown,New Jersey
8068,Pemberton,New Jersey
8069,Carneys Point,New Jersey
8070,Pennsville,New Jersey
8071,Pitman,New Jersey
8072,Quinton,New Jersey
8073,Rancocas,New Jersey
8074,Richwood,New Jersey
8075,Bridgeboro,New Jersey
8076,Riverton,New Jersey
8077,Cinnaminson,New Jersey
8078,Runnemede,New Jersey
8079,Mannington,New Jersey
8080,Barnsboro,New Jersey
8081,Erial,New Jersey
8083,Hi Nella,New Jersey
8084,Stratford,New Jersey
8085,Auburn,New Jersey
8086,Thorofare,New Jersey
8087,Leh,New Jersey
8088,Indian Mills,New Jersey
8089,Chesilhurst,New Jersey
8090,Oak Valley,New Jersey
8091,Berlin Township,New Jersey
8092,Cedar Run,New Jersey
8093,Verga,New Jersey
8094,Cecil,New Jersey
8095,Winslow,New Jersey
8096,Almonesson,New Jersey
8097,Woodbury,New Jersey
8098,Pilesgrove,New Jersey
8099,Bellmawr,New Jersey
8101,Camden,New Jersey
8102,Camden,New Jersey
8103,Camden,New Jersey
8104,Camden,New Jersey
8105,Camden,New Jersey
8106,Audubon,New Jersey
8107,Camden,New Jersey
8108,Camden,New Jersey
8109,Camden,New Jersey
8110,Camden,New Jersey
8201,Absecon,New Jersey
8202,Avalon,New Jersey
8203,Brigantine,New Jersey
8204,Cape May,New Jersey
8205,Absecon,New Jersey
8210,Burleigh,New Jersey
8212,Cape May Point,New Jersey
8213,Cologne,New Jersey
8214,Dennisville,New Jersey
8215,Devonshire,New Jersey
8217,Elwood,New Jersey
8218,Goshen,New Jersey
8219,Green Creek,New Jersey
8220,Leeds Point,New Jersey
8221,Linwood,New Jersey
8223,Beesleys Point,New Jersey
8224,New Gretna,New Jersey
8225,Northfield,New Jersey
8226,Ocean City,New Jersey
8230,Ocean View,New Jersey
8231,Oceanville,New Jersey
8232,Bargaintown,New Jersey
8234,Bargaintown,New Jersey
8240,Pomona,New Jersey
8241,Port Republic,New Jersey
8242,Rio Grande,New Jersey
8243,Sea Isle City,New Jersey
8244,Somers Point,New Jersey
8245,South Dennis,New Jersey
8246,South Seaville,New Jersey
8247,Stone Harbor,New Jersey
8248,Strathmere,New Jersey
8250,Tuckahoe,New Jersey
8251,Del Haven,New Jersey
8252,Whitesboro,New Jersey
8260,Anglesea,New Jersey
8270,Belleplain,New Jersey
8302,Bridgeton,New Jersey
8310,Buena,New Jersey
8311,Cedarville,New Jersey
8312,Clayton,New Jersey
8313,Deerfield,New Jersey
8314,Delmont,New Jersey
8315,Dividing Creek,New Jersey
8316,Dorchester,New Jersey
8317,Dorothy,New Jersey
8318,Centerton,New Jersey
8319,Estell Manor,New Jersey
8320,Fairton,New Jersey
8321,Fortescue,New Jersey
8322,Franklinville,New Jersey
8323,Greenwich,New Jersey
8324,Heislerville,New Jersey
8326,Landisville,New Jersey
8327,Leesburg,New Jersey
8328,Malaga,New Jersey
8329,Mauricetown,New Jersey
8330,Belcoville,New Jersey
8332,Carmel,New Jersey
8340,Milmay,New Jersey
8341,Minotola,New Jersey
8342,Mizpah,New Jersey
8343,Monroeville,New Jersey
8344,Newfield,New Jersey
8345,Gandys Beach,New Jersey
8346,Newtonville,New Jersey
8347,Norma,New Jersey
8348,Port Elizabeth,New Jersey
8349,Bivalve,New Jersey
8350,Richland,New Jersey
8352,Rosenhayn,New Jersey
8353,Shiloh,New Jersey
8360,East Vineland,New Jersey
8361,Vineland,New Jersey
8362,Vineland,New Jersey
8401,Atlantic City,New Jersey
8402,Atlantic City,New Jersey
8403,Atlantic City,New Jersey
8404,Atlantic City,New Jersey
8405,Atlantic City,New Jersey
8406,Atlantic City,New Jersey
8501,Allentown,New Jersey
8502,Belle Mead,New Jersey
8504,Blawenburg,New Jersey
8505,Bordentown,New Jersey
8510,Clarksburg,New Jersey
8511,Cookstown,New Jersey
8512,Cranbury,New Jersey
8514,Cream Ridge,New Jersey
8515,Chesterfield,New Jersey
8518,Florence,New Jersey
8520,East Windsor,New Jersey
8525,Hopewell,New Jersey
8526,Imlaystown,New Jersey
8527,Jackson,New Jersey
8528,Kingston,New Jersey
8530,Lambertville,New Jersey
8533,New Egypt,New Jersey
8534,Pennington,New Jersey
8535,Millstone,New Jersey
8536,Plainsboro,New Jersey
8540,Princeton,New Jersey
8541,Educational Testing Service,New Jersey
8542,Princeton,New Jersey
8543,Princeton,New Jersey
8544,Princeton,New Jersey
8550,Princeton Jct,New Jersey
8551,East Amwell,New Jersey
8553,Rocky Hill,New Jersey
8554,Roebling,New Jersey
8555,Roosevelt,New Jersey
8556,Rosemont,New Jersey
8557,Sergeantsville,New Jersey
8558,Montgomery,New Jersey
8559,Stockton,New Jersey
8560,Ewing,New Jersey
8561,Windsor,New Jersey
8562,Jacobstown,New Jersey
8601,Trenton,New Jersey
8602,Trenton,New Jersey
8603,Trenton,New Jersey
8604,Trenton,New Jersey
8605,Trenton,New Jersey
8606,Trenton,New Jersey
8607,Trenton,New Jersey
8608,Trenton,New Jersey
8609,Hamilton,New Jersey
8610,Hamilton,New Jersey
8611,Hamilton,New Jersey
8618,Ewing,New Jersey
8619,Hamilton,New Jersey
8620,Groveville,New Jersey
8625,Trenton,New Jersey
8628,Ewing,New Jersey
8629,Hamilton,New Jersey
8638,Ewing,New Jersey
8640,Fort Dix,New Jersey
8641,Mc Guire AFB,New Jersey
8645,North J State Income Tax,New Jersey
8646,Division of Revenue,New Jersey
8647,Nj Income Tax,New Jersey
8648,Lawrence,New Jersey
8650,Hamilton,New Jersey
8666,State of Nj Motor Vehicles,New Jersey
8690,Hamilton,New Jersey
8691,Hamilton,New Jersey
8695,Division of Revenue,New Jersey
8701,Lakewood,New Jersey
8720,Allenwood,New Jersey
8721,Bayville,New Jersey
8722,Beachwood,New Jersey
8723,Brick,New Jersey
8724,Brick,New Jersey
8730,Brielle,New Jersey
8731,Forked River,New Jersey
8732,Island Heights,New Jersey
8733,Lakehurst,New Jersey
8734,Lacey Township,New Jersey
8735,Lavallette,New Jersey
8736,Manasquan,New Jersey
8738,Mantoloking,New Jersey
8739,Normandy Bch,New Jersey
8740,Ocean Gate,New Jersey
8741,Pine Beach,New Jersey
8742,Bay Head,New Jersey
8750,Sea Girt,New Jersey
8751,Ortley Beach,New Jersey
8752,Seaside Park,New Jersey
8753,Dover Township,New Jersey
8754,Toms River,New Jersey
8755,Toms River,New Jersey
8756,Toms River,New Jersey
8757,Berkeley,New Jersey
8758,Waretown,New Jersey
8759,Lakehurst,New Jersey
8801,Annandale,New Jersey
8802,Asbury,New Jersey
8803,Baptistown,New Jersey
8804,Bloomsbury,New Jersey
8805,Bound Brk,New Jersey
8807,Bridgewater,New Jersey
8808,Broadway,New Jersey
8809,Clinton,New Jersey
8810,Dayton,New Jersey
8812,Dunellen,New Jersey
8816,East Brunswick,New Jersey
8817,Edison,New Jersey
8818,Edison,New Jersey
8820,Edison,New Jersey
8821,Flagtown,New Jersey
8822,Flemington,New Jersey
8823,Franklin Park,New Jersey
8824,Kendall Park,New Jersey
8825,Frenchtown,New Jersey
8826,Glen Gardner,New Jersey
8827,Hampton,New Jersey
8828,Helmetta,New Jersey
8829,High Bridge,New Jersey
8830,Iselin,New Jersey
8831,Jamesburg,New Jersey
8832,Keasbey,New Jersey
8833,Lebanon,New Jersey
8834,Little York,New Jersey
8835,Manville,New Jersey
8836,Martinsville,New Jersey
8837,Edison,New Jersey
8840,Metuchen,New Jersey
8844,Hillsborough,New Jersey
8846,Middlesex,New Jersey
8848,Milford,New Jersey
8850,Milltown,New Jersey
8852,Monmouth Jct,New Jersey
8853,Branchburg,New Jersey
8854,Piscataway,New Jersey
8855,Piscataway,New Jersey
8857,Old Bridge,New Jersey
8858,Oldwick,New Jersey
8859,Parlin,New Jersey
8861,Hopelawn,New Jersey
8862,Perth Amboy,New Jersey
8863,Fords,New Jersey
8865,Alpha,New Jersey
8867,Pittstown,New Jersey
8868,Quakertown,New Jersey
8869,Raritan,New Jersey
8870,Readington,New Jersey
8871,Sayreville,New Jersey
8872,Sayreville,New Jersey
8873,East Millstone,New Jersey
8875,East Millstone,New Jersey
8876,Branchburg,New Jersey
8879,Laurence Harbor,New Jersey
8880,South Bound Brook,New Jersey
8882,South River,New Jersey
8884,Spotswood,New Jersey
8885,Stanton,New Jersey
8886,Stewartsville,New Jersey
8887,Three Bridges,New Jersey
8888,Whitehouse,New Jersey
8889,White House Station,New Jersey
8890,Zarephath,New Jersey
8899,Edison,New Jersey
8901,New Brunswick,New Jersey
8902,New Brunswick,New Jersey
8903,New Brunswick,New Jersey
8904,Highland Park,New Jersey
8905,New Brunswick,New Jersey
8906,Kilmer Gmf,New Jersey
8922,New Brunswick,New Jersey
8933,Johnson & Johnson,New Jersey
8988,Merrill Lynch,New Jersey
8989,Merrill Lynch,New Jersey
87747,Abbott,New Mexico
87006,Abeytas,New Mexico
87510,Abiquiu,New Mexico
87516,Abiquiu,New Mexico
87034,Acomita,New Mexico
87501,Agua Fria,New Mexico
87114,Alameda,New Mexico
87184,Alameda,New Mexico
87831,Alamillo,New Mexico
87825,Alamo,New Mexico
88310,Alamogordo,New Mexico
88311,Alamogordo,New Mexico
87733,Albert,New Mexico
87101,Albuquerque,New Mexico
87102,Albuquerque,New Mexico
87103,Albuquerque,New Mexico
87104,Albuquerque,New Mexico
87105,Albuquerque,New Mexico
87106,Albuquerque,New Mexico
87107,Albuquerque,New Mexico
87108,Albuquerque,New Mexico
87109,Albuquerque,New Mexico
87110,Albuquerque,New Mexico
87111,Albuquerque,New Mexico
87112,Albuquerque,New Mexico
87113,Albuquerque,New Mexico
87115,Albuquerque,New Mexico
87116,Albuquerque,New Mexico
87117,Albuquerque,New Mexico
87119,Albuquerque,New Mexico
87120,Albuquerque,New Mexico
87121,Albuquerque,New Mexico
87122,Albuquerque,New Mexico
87123,Albuquerque,New Mexico
87124,Albuquerque,New Mexico
87125,Albuquerque,New Mexico
87131,Albuquerque,New Mexico
87144,Albuquerque,New Mexico
87151,Albuquerque,New Mexico
87153,Albuquerque,New Mexico
87154,Albuquerque,New Mexico
87158,Albuquerque,New Mexico
87174,Albuquerque,New Mexico
87176,Albuquerque,New Mexico
87181,Albuquerque,New Mexico
87185,Albuquerque,New Mexico
87187,Albuquerque,New Mexico
87190,Albuquerque,New Mexico
87191,Albuquerque,New Mexico
87192,Albuquerque,New Mexico
87193,Albuquerque,New Mexico
87194,Albuquerque,New Mexico
87195,Albuquerque,New Mexico
87196,Albuquerque,New Mexico
87197,Albuquerque,New Mexico
87198,Albuquerque,New Mexico
87199,Albuquerque,New Mexico
87511,Alcalde,New Mexico
87001,Algodones,New Mexico
87518,Alire,New Mexico
88039,Alma,New Mexico
88312,Alto,New Mexico
88345,Alto Crest,New Mexico
87512,Amalia,New Mexico
87020,Ambrosia Lake,New Mexico
88410,Amistad,New Mexico
88301,Ancho,New Mexico
87710,Angel Fire,New Mexico
87579,Angostura,New Mexico
88316,Angus,New Mexico
88020,Animas,New Mexico
88008,Anthony,New Mexico
88021,Anthony,New Mexico
88024,Anthony,New Mexico
88081,Anthony,New Mexico
87711,Anton Chico,New Mexico
87830,Apache Creek,New Mexico
87527,Apodaca,New Mexico
88351,Arabela,New Mexico
87820,Aragon,New Mexico
88130,Arch,New Mexico
88022,Arenas Valley,New Mexico
88061,Arenas Valley,New Mexico
87930,Arrey,New Mexico
87513,Arroyo Hondo,New Mexico
87514,Arroyo Seco,New Mexico
88210,Artesia,New Mexico
88211,Artesia,New Mexico
88347,Artesia Camp,New Mexico
87734,Aurora,New Mexico
87410,Aztec,New Mexico
87544,Bandelier National Monument,New Mexico
88411,Bard,New Mexico
88023,Bayard,New Mexico
87002,Belen,New Mexico
88431,Bell Ranch,New Mexico
88112,Bellview,New Mexico
88252,Bennett,New Mexico
88314,Bent,New Mexico
87569,Bernal,New Mexico
87004,Bernalillo,New Mexico
87745,Beulah,New Mexico
87420,Biklabito,New Mexico
87832,Bingham,New Mexico
87401,Bisti,New Mexico
87327,Black Rock,New Mexico
87412,Blanco,New Mexico
87413,Bloomfield,New Mexico
87005,Bluewater,New Mexico
88201,Border Hill,New Mexico
87042,Bosque Farms,New Mexico
87068,Bosque Farms,New Mexico
87551,Brazos,New Mexico
87310,Brimhall,New Mexico
88260,Buckeye,New Mexico
88025,Buckhorn,New Mexico
87712,Buena Vista,New Mexico
88415,Bueyeros,New Mexico
87931,Caballo,New Mexico
88120,Cameron,New Mexico
87801,Campus,New Mexico
87515,Canjilon,New Mexico
88101,Cannon AFB,New Mexico
88103,Cannon AFB,New Mexico
87026,Canoncito,New Mexico
87582,Canova,New Mexico
87535,Canyoncito,New Mexico
88213,Caprock,New Mexico
88414,Capulin,New Mexico
88220,Carlsbad,New Mexico
88221,Carlsbad,New Mexico
87517,Carson,New Mexico
87007,Casa Blanca,New Mexico
88113,Causey,New Mexico
87008,Cedar Crest,New Mexico
87009,Cedarvale,New Mexico
88026,Central,New Mexico
87010,Cerrillos,New Mexico
87583,Cerritos,New Mexico
87519,Cerro,New Mexico
87713,Chacon,New Mexico
87520,Chama,New Mexico
88027,Chamberino,New Mexico
87521,Chamisal,New Mexico
87576,Chamisal,New Mexico
87566,Chamita,New Mexico
87326,Chi Chll Tah,New Mexico
87537,Chili,New Mexico
87059,Chilili,New Mexico
87522,Chimayo,New Mexico
87943,Chloride,New Mexico
87311,Church Rock,New Mexico
87714,Cimarron,New Mexico
87011,Claunch,New Mexico
87715,Cleveland,New Mexico
88028,Cliff,New Mexico
87070,Clines Corners,New Mexico
88317,Cloudcroft,New Mexico
88350,Cloudcroft,New Mexico
88102,Clovis,New Mexico
87083,Cochiti Lake,New Mexico
87072,Cochiti Publo,New Mexico
87740,Colfax,New Mexico
87556,Columbine,New Mexico
88029,Columbus,New Mexico
88416,Conchas Dam,New Mexico
87312,Continental Divide,New Mexico
87347,Continental Divide,New Mexico
87028,Contreras,New Mexico
87523,Cordova,New Mexico
87578,Cordova,New Mexico
88318,Corona,New Mexico
87048,Corrales,New Mexico
87560,Coruco,New Mexico
87524,Costilla,New Mexico
87018,Counselor,New Mexico
87573,Cowles,New Mexico
87012,Coyote,New Mexico
88114,Crossroads,New Mexico
87313,Crownpoint,New Mexico
87328,Crystal,New Mexico
87013,Cuba,New Mexico
87014,Cubero,New Mexico
87901,Cuchillo,New Mexico
88417,Cuervo,New Mexico
87821,Datil,New Mexico
87319,Defiance,New Mexico
88030,Deming,New Mexico
88031,Deming,New Mexico
87933,Derry,New Mexico
88418,Des Moines,New Mexico
87529,Des Montes,New Mexico
88230,Dexter,New Mexico
87724,Dilia,New Mexico
88032,Dona Ana,New Mexico
88115,Dora,New Mexico
87528,Dulce,New Mexico
88344,Dunken,New Mexico
87718,Eagle Nest,New Mexico
87552,East Pecos,New Mexico
88353,East Vaughn,New Mexico
87015,Edgewood,New Mexico
87532,El Llano,New Mexico
87321,El Morro National Monument,New Mexico
87731,El Porvenir,New Mexico
87530,El Rito,New Mexico
87575,El Vado,New Mexico
87935,Elephant Btte,New Mexico
88116,Elida,New Mexico
88122,Elida,New Mexico
88339,Elk,New Mexico
87531,Embudo,New Mexico
88321,Encino,New Mexico
87533,Espanola,New Mexico
87016,Estancia,New Mexico
88231,Eunice,New Mexico
88033,Fairacres,New Mexico
88422,Farley,New Mexico
87402,Farmington,New Mexico
87499,Farmington,New Mexico
88034,Faywood,New Mexico
87315,Fence Lake,New Mexico
88041,Fierro,New Mexico
87415,Flora Vista,New Mexico
88118,Floyd,New Mexico
88419,Folsom,New Mexico
88036,Fort Bayard,New Mexico
88323,Fort Stanton,New Mexico
88119,Fort Sumner,New Mexico
87316,Fort Wingate,New Mexico
87301,Fort Wingate Army Depot,New Mexico
87416,Fruitland,New Mexico
87540,Galisteo,New Mexico
88426,Gallegos,New Mexico
87017,Gallina,New Mexico
87302,Gallup,New Mexico
87305,Gallup,New Mexico
87317,Gallup,New Mexico
87375,Gallup,New Mexico
87936,Garfield,New Mexico
88421,Garita,New Mexico
88132,Garrison,New Mexico
87029,Gavilan,New Mexico
88038,Gila,New Mexico
88324,Glencoe,New Mexico
88434,Glenrio,New Mexico
87047,Golden,New Mexico
88424,Grenville,New Mexico
87722,Guadalupita,New Mexico
88040,Hachita,New Mexico
88232,Hagerman,New Mexico
87937,Hatch,New Mexico
88325,Hi Rls Mountain Park,New Mexico
88042,Hillsboro,New Mexico
88240,Hobbs,New Mexico
88241,Hobbs,New Mexico
88242,Hobbs,New Mexico
88244,Hobbs,New Mexico
88330,Holloman AFB,New Mexico
87723,Holman,New Mexico
88336,Hondo,New Mexico
88250,Hope,New Mexico
88121,House,New Mexico
88043,Hurley,New Mexico
87538,Ilfeld,New Mexico
87022,Isleta,New Mexico
87506,Jaconita,New Mexico
87023,Jarales,New Mexico
87024,Jemez Pueblo,New Mexico
87025,Jemez Springs,New Mexico
87417,Kirtland,New Mexico
87505,La Cienga,New Mexico
87027,La Jara,New Mexico
87046,La Jara,New Mexico
88337,La Luz,New Mexico
87539,La Madera,New Mexico
88044,La Mesa,New Mexico
87418,La Plata,New Mexico
88253,Lake Arthur,New Mexico
88254,Lakewood,New Mexico
88001,Las Cruces,New Mexico
88002,Las Cruces,New Mexico
88003,Las Cruces,New Mexico
88004,Las Cruces,New Mexico
88005,Las Cruces,New Mexico
88006,Las Cruces,New Mexico
88007,Las Cruces,New Mexico
88011,Las Cruces,New Mexico
88012,Las Cruces,New Mexico
88013,Las Cruces,New Mexico
87062,Las Nutrias,New Mexico
87942,Las Palomas,New Mexico
87581,Las Tablas,New Mexico
87701,Las Vegas,New Mexico
87732,Ledoux,New Mexico
87823,Lemitar,New Mexico
87752,Levy,New Mexico
88338,Lincoln,New Mexico
88123,Lingo,New Mexico
87543,Llano,New Mexico
87557,Llano Quemado,New Mexico
88255,Loco Hills,New Mexico
88136,Lon,New Mexico
88009,Lordsburg,New Mexico
88045,Lordsburg,New Mexico
88055,Lordsburg,New Mexico
87545,Los Alamos,New Mexico
87031,Los Lunas,New Mexico
88256,Loving,New Mexico
87063,Lucy,New Mexico
87824,Luna,New Mexico
88263,Malaga,New Mexico
88264,Maljamar,New Mexico
87728,Maxwell,New Mexico
88427,Mc Alister,New Mexico
88262,Mc Donald,New Mexico
87049,McCartys,New Mexico
87032,McIntosh,New Mexico
87548,Medalanes,New Mexico
88124,Melrose,New Mexico
88340,Mescalero,New Mexico
88046,Mesilla,New Mexico
88047,Mesilla Park,New Mexico
88048,Mesquite,New Mexico
87320,Mexican Springs,New Mexico
87729,Miami,New Mexico
87021,Milan,New Mexico
87730,Mills,New Mexico
88125,Milnesand,New Mexico
